PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
602,0,3,1,29.69911764705882,0,0,7.8958,2
603,0,1,1,29.69911764705882,0,0,42.4,2
604,0,3,1,44.0,0,0,8.05,2
605,1,1,1,35.0,0,0,26.55,1
606,0,3,1,36.0,1,0,15.55,2
607,0,3,1,30.0,0,0,7.8958,2
608,1,1,1,27.0,0,0,30.5,2
609,1,2,2,22.0,1,2,41.5792,1
610,1,1,2,40.0,0,0,153.4625,2
611,0,3,2,39.0,1,5,31.275,2
612,0,3,1,29.69911764705882,0,0,7.05,2
613,1,3,2,29.69911764705882,1,0,15.5,3
614,0,3,1,29.69911764705882,0,0,7.75,3
615,0,3,1,35.0,0,0,8.05,2
616,1,2,2,24.0,1,2,65.0,2
617,0,3,1,34.0,1,1,14.4,2
618,0,3,2,26.0,1,0,16.1,2
619,1,2,2,4.0,2,1,39.0,2
620,0,2,1,26.0,0,0,10.5,2
621,0,3,1,27.0,1,0,14.4542,1
622,1,1,1,42.0,1,0,52.5542,2
623,1,3,1,20.0,1,1,15.7417,1
624,0,3,1,21.0,0,0,7.8542,2
625,0,3,1,21.0,0,0,16.1,2
626,0,1,1,61.0,0,0,32.3208,2
627,0,2,1,57.0,0,0,12.35,3
628,1,1,2,21.0,0,0,77.9583,2
629,0,3,1,26.0,0,0,7.8958,2
630,0,3,1,29.69911764705882,0,0,7.7333,3
631,1,1,1,80.0,0,0,30.0,2
632,0,3,1,51.0,0,0,7.0542,2
633,1,1,1,32.0,0,0,30.5,1
634,0,1,1,29.69911764705882,0,0,0.0,2
635,0,3,2,9.0,3,2,27.9,2
636,1,2,2,28.0,0,0,13.0,2
637,0,3,1,32.0,0,0,7.925,2
638,0,2,1,31.0,1,1,26.25,2
639,0,3,2,41.0,0,5,39.6875,2
640,0,3,1,29.69911764705882,1,0,16.1,2
641,0,3,1,20.0,0,0,7.8542,2
642,1,1,2,24.0,0,0,69.3,1
643,0,3,2,2.0,3,2,27.9,2
644,1,3,1,29.69911764705882,0,0,56.4958,2
645,1,3,2,0.75,2,1,19.2583,1
646,1,1,1,48.0,1,0,76.7292,1
647,0,3,1,19.0,0,0,7.8958,2
648,1,1,1,56.0,0,0,35.5,1
649,0,3,1,29.69911764705882,0,0,7.55,2
650,1,3,2,23.0,0,0,7.55,2
651,0,3,1,29.69911764705882,0,0,7.8958,2
652,1,2,2,18.0,0,1,23.0,2
653,0,3,1,21.0,0,0,8.4333,2
654,1,3,2,29.69911764705882,0,0,7.8292,3
655,0,3,2,18.0,0,0,6.75,3
656,0,2,1,24.0,2,0,73.5,2
657,0,3,1,29.69911764705882,0,0,7.8958,2
658,0,3,2,32.0,1,1,15.5,3
659,0,2,1,23.0,0,0,13.0,2
660,0,1,1,58.0,0,2,113.275,1
661,1,1,1,50.0,2,0,133.65,2
662,0,3,1,40.0,0,0,7.225,1
663,0,1,1,47.0,0,0,25.5875,2
664,0,3,1,36.0,0,0,7.4958,2
665,1,3,1,20.0,1,0,7.925,2
666,0,2,1,32.0,2,0,73.5,2
667,0,2,1,25.0,0,0,13.0,2
668,0,3,1,29.69911764705882,0,0,7.775,2
669,0,3,1,43.0,0,0,8.05,2
670,1,1,2,29.69911764705882,1,0,52.0,2
671,1,2,2,40.0,1,1,39.0,2
672,0,1,1,31.0,1,0,52.0,2
673,0,2,1,70.0,0,0,10.5,2
674,1,2,1,31.0,0,0,13.0,2
675,0,2,1,29.69911764705882,0,0,0.0,2
676,0,3,1,18.0,0,0,7.775,2
677,0,3,1,24.5,0,0,8.05,2
678,1,3,2,18.0,0,0,9.8417,2
679,0,3,2,43.0,1,6,46.9,2
680,1,1,1,36.0,0,1,512.3292,1
681,0,3,2,29.69911764705882,0,0,8.1375,3
682,1,1,1,27.0,0,0,76.7292,1
683,0,3,1,20.0,0,0,9.225,2
684,0,3,1,14.0,5,2,46.9,2
685,0,2,1,60.0,1,1,39.0,2
686,0,2,1,25.0,1,2,41.5792,1
687,0,3,1,14.0,4,1,39.6875,2
688,0,3,1,19.0,0,0,10.1708,2
689,0,3,1,18.0,0,0,7.7958,2
690,1,1,2,15.0,0,1,211.3375,2
691,1,1,1,31.0,1,0,57.0,2
692,1,3,2,4.0,0,1,13.4167,1
693,1,3,1,29.69911764705882,0,0,56.4958,2
694,0,3,1,25.0,0,0,7.225,1
695,0,1,1,60.0,0,0,26.55,2
696,0,2,1,52.0,0,0,13.5,2
697,0,3,1,44.0,0,0,8.05,2
698,1,3,2,29.69911764705882,0,0,7.7333,3
699,0,1,1,49.0,1,1,110.8833,1
700,0,3,1,42.0,0,0,7.65,2
701,1,1,2,18.0,1,0,227.525,1
702,1,1,1,35.0,0,0,26.2875,2
703,0,3,2,18.0,0,1,14.4542,1
704,0,3,1,25.0,0,0,7.7417,3
705,0,3,1,26.0,1,0,7.8542,2
706,0,2,1,39.0,0,0,26.0,2
707,1,2,2,45.0,0,0,13.5,2
708,1,1,1,42.0,0,0,26.2875,2
709,1,1,2,22.0,0,0,151.55,2
710,1,3,1,29.69911764705882,1,1,15.2458,1
711,1,1,2,24.0,0,0,49.5042,1
712,0,1,1,29.69911764705882,0,0,26.55,2
713,1,1,1,48.0,1,0,52.0,2
714,0,3,1,29.0,0,0,9.4833,2
715,0,2,1,52.0,0,0,13.0,2
716,0,3,1,19.0,0,0,7.65,2
717,1,1,2,38.0,0,0,227.525,1
718,1,2,2,27.0,0,0,10.5,2
719,0,3,1,29.69911764705882,0,0,15.5,3
720,0,3,1,33.0,0,0,7.775,2
721,1,2,2,6.0,0,1,33.0,2
722,0,3,1,17.0,1,0,7.0542,2
723,0,2,1,34.0,0,0,13.0,2
724,0,2,1,50.0,0,0,13.0,2
725,1,1,1,27.0,1,0,53.1,2
726,0,3,1,20.0,0,0,8.6625,2
727,1,2,2,30.0,3,0,21.0,2
728,1,3,2,29.69911764705882,0,0,7.7375,3
729,0,2,1,25.0,1,0,26.0,2
730,0,3,2,25.0,1,0,7.925,2
731,1,1,2,29.0,0,0,211.3375,2
732,0,3,1,11.0,0,0,18.7875,1
733,0,2,1,29.69911764705882,0,0,0.0,2
734,0,2,1,23.0,0,0,13.0,2
735,0,2,1,23.0,0,0,13.0,2
736,0,3,1,28.5,0,0,16.1,2
737,0,3,2,48.0,1,3,34.375,2
738,1,1,1,35.0,0,0,512.3292,1
739,0,3,1,29.69911764705882,0,0,7.8958,2
740,0,3,1,29.69911764705882,0,0,7.8958,2
741,1,1,1,29.69911764705882,0,0,30.0,2
742,0,1,1,36.0,1,0,78.85,2
743,1,1,2,21.0,2,2,262.375,1
744,0,3,1,24.0,1,0,16.1,2
745,1,3,1,31.0,0,0,7.925,2
746,0,1,1,70.0,1,1,71.0,2
747,0,3,1,16.0,1,1,20.25,2
748,1,2,2,30.0,0,0,13.0,2
749,0,1,1,19.0,1,0,53.1,2
750,0,3,1,31.0,0,0,7.75,3
751,1,2,2,4.0,1,1,23.0,2
752,1,3,1,6.0,0,1,12.475,2
753,0,3,1,33.0,0,0,9.5,2
754,0,3,1,23.0,0,0,7.8958,2
755,1,2,2,48.0,1,2,65.0,2
756,1,2,1,0.67,1,1,14.5,2
757,0,3,1,28.0,0,0,7.7958,2
758,0,2,1,18.0,0,0,11.5,2
759,0,3,1,34.0,0,0,8.05,2
760,1,1,2,33.0,0,0,86.5,2
761,0,3,1,29.69911764705882,0,0,14.5,2
762,0,3,1,41.0,0,0,7.125,2
763,1,3,1,20.0,0,0,7.2292,1
764,1,1,2,36.0,1,2,120.0,2
765,0,3,1,16.0,0,0,7.775,2
766,1,1,2,51.0,1,0,77.9583,2
767,0,1,1,29.69911764705882,0,0,39.6,1
768,0,3,2,30.5,0,0,7.75,3
769,0,3,1,29.69911764705882,1,0,24.15,3
770,0,3,1,32.0,0,0,8.3625,2
771,0,3,1,24.0,0,0,9.5,2
772,0,3,1,48.0,0,0,7.8542,2
773,0,2,2,57.0,0,0,10.5,2
774,0,3,1,29.69911764705882,0,0,7.225,1
775,1,2,2,54.0,1,3,23.0,2
776,0,3,1,18.0,0,0,7.75,2
777,0,3,1,29.69911764705882,0,0,7.75,3
778,1,3,2,5.0,0,0,12.475,2
779,0,3,1,29.69911764705882,0,0,7.7375,3
780,1,1,2,43.0,0,1,211.3375,2
781,1,3,2,13.0,0,0,7.2292,1
782,1,1,2,17.0,1,0,57.0,2
783,0,1,1,29.0,0,0,30.0,2
784,0,3,1,29.69911764705882,1,2,23.45,2
785,0,3,1,25.0,0,0,7.05,2
786,0,3,1,25.0,0,0,7.25,2
787,1,3,2,18.0,0,0,7.4958,2
788,0,3,1,8.0,4,1,29.125,3
789,1,3,1,1.0,1,2,20.575,2
790,0,1,1,46.0,0,0,79.2,1
791,0,3,1,29.69911764705882,0,0,7.75,3
792,0,2,1,16.0,0,0,26.0,2
793,0,3,2,29.69911764705882,8,2,69.55,2
794,0,1,1,29.69911764705882,0,0,30.6958,1
795,0,3,1,25.0,0,0,7.8958,2
796,0,2,1,39.0,0,0,13.0,2
797,1,1,2,49.0,0,0,25.9292,2
798,1,3,2,31.0,0,0,8.6833,2
799,0,3,1,30.0,0,0,7.2292,1
800,0,3,2,30.0,1,1,24.15,2
801,0,2,1,34.0,0,0,13.0,2
802,1,2,2,31.0,1,1,26.25,2
803,1,1,1,11.0,1,2,120.0,2
804,1,3,1,0.42,0,1,8.5167,1
805,1,3,1,27.0,0,0,6.975,2
806,0,3,1,31.0,0,0,7.775,2
807,0,1,1,39.0,0,0,0.0,2
808,0,3,2,18.0,0,0,7.775,2
809,0,2,1,39.0,0,0,13.0,2
810,1,1,2,33.0,1,0,53.1,2
811,0,3,1,26.0,0,0,7.8875,2
812,0,3,1,39.0,0,0,24.15,2
813,0,2,1,35.0,0,0,10.5,2
814,0,3,2,6.0,4,2,31.275,2
815,0,3,1,30.5,0,0,8.05,2
816,0,1,1,29.69911764705882,0,0,0.0,2
817,0,3,2,23.0,0,0,7.925,2
818,0,2,1,31.0,1,1,37.0042,1
819,0,3,1,43.0,0,0,6.45,2
820,0,3,1,10.0,3,2,27.9,2
821,1,1,2,52.0,1,1,93.5,2
822,1,3,1,27.0,0,0,8.6625,2
823,0,1,1,38.0,0,0,0.0,2
824,1,3,2,27.0,0,1,12.475,2
825,0,3,1,2.0,4,1,39.6875,2
826,0,3,1,29.69911764705882,0,0,6.95,3
827,0,3,1,29.69911764705882,0,0,56.4958,2
828,1,2,1,1.0,0,2,37.0042,1
829,1,3,1,29.69911764705882,0,0,7.75,3
830,1,1,2,62.0,0,0,80.0,2
831,1,3,2,15.0,1,0,14.4542,1
832,1,2,1,0.83,1,1,18.75,2
833,0,3,1,29.69911764705882,0,0,7.2292,1
834,0,3,1,23.0,0,0,7.8542,2
835,0,3,1,18.0,0,0,8.3,2
836,1,1,2,39.0,1,1,83.1583,1
837,0,3,1,21.0,0,0,8.6625,2
838,0,3,1,29.69911764705882,0,0,8.05,2
839,1,3,1,32.0,0,0,56.4958,2
840,1,1,1,29.69911764705882,0,0,29.7,1
841,0,3,1,20.0,0,0,7.925,2
842,0,2,1,16.0,0,0,10.5,2
843,1,1,2,30.0,0,0,31.0,1
844,0,3,1,34.5,0,0,6.4375,1
845,0,3,1,17.0,0,0,8.6625,2
846,0,3,1,42.0,0,0,7.55,2
847,0,3,1,29.69911764705882,8,2,69.55,2
848,0,3,1,35.0,0,0,7.8958,1
849,0,2,1,28.0,0,1,33.0,2
850,1,1,2,29.69911764705882,1,0,89.1042,1
851,0,3,1,4.0,4,2,31.275,2
852,0,3,1,74.0,0,0,7.775,2
853,0,3,2,9.0,1,1,15.2458,1
854,1,1,2,16.0,0,1,39.4,2
855,0,2,2,44.0,1,0,26.0,2
856,1,3,2,18.0,0,1,9.35,2
857,1,1,2,45.0,1,1,164.8667,2
858,1,1,1,51.0,0,0,26.55,2
859,1,3,2,24.0,0,3,19.2583,1
860,0,3,1,29.69911764705882,0,0,7.2292,1
861,0,3,1,41.0,2,0,14.1083,2
862,0,2,1,21.0,1,0,11.5,2
863,1,1,2,48.0,0,0,25.9292,2
864,0,3,2,29.69911764705882,8,2,69.55,2
865,0,2,1,24.0,0,0,13.0,2
866,1,2,2,42.0,0,0,13.0,2
867,1,2,2,27.0,1,0,13.8583,1
868,0,1,1,31.0,0,0,50.4958,2
869,0,3,1,29.69911764705882,0,0,9.5,2
870,1,3,1,4.0,1,1,11.1333,2
871,0,3,1,26.0,0,0,7.8958,2
872,1,1,2,47.0,1,1,52.5542,2
873,0,1,1,33.0,0,0,5.0,2
874,0,3,1,47.0,0,0,9.0,2
875,1,2,2,28.0,1,0,24.0,1
876,1,3,2,15.0,0,0,7.225,1
877,0,3,1,20.0,0,0,9.8458,2
878,0,3,1,19.0,0,0,7.8958,2
879,0,3,1,29.69911764705882,0,0,7.8958,2
880,1,1,2,56.0,0,1,83.1583,1
881,1,2,2,25.0,0,1,26.0,2
882,0,3,1,33.0,0,0,7.8958,2
883,0,3,2,22.0,0,0,10.5167,2
884,0,2,1,28.0,0,0,10.5,2
885,0,3,1,25.0,0,0,7.05,2
886,0,3,2,39.0,0,5,29.125,3
887,0,2,1,27.0,0,0,13.0,2
888,1,1,2,19.0,0,0,30.0,2
889,0,3,2,29.69911764705882,1,2,23.45,2
890,1,1,1,26.0,0,0,30.0,1
891,0,3,1,32.0,0,0,7.75,3
